"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","POP","MEN","MLN_PER","A","2000",4.386438,
"SWE","POP","MEN","MLN_PER","A","2001",4.400598,
"SWE","POP","MEN","MLN_PER","A","2002",4.417777,
"SWE","POP","MEN","MLN_PER","A","2003",4.436883,
"SWE","POP","MEN","MLN_PER","A","2004",4.456483,
"SWE","POP","MEN","MLN_PER","A","2005",4.476428,
"SWE","POP","MEN","MLN_PER","A","2006",4.505038,
"SWE","POP","MEN","MLN_PER","A","2007",4.543722,
"SWE","POP","MEN","MLN_PER","A","2008",4.583818,
"SWE","POP","MEN","MLN_PER","A","2009",4.626361,
"SWE","POP","MEN","MLN_PER","A","2010",4.669632,
"SWE","POP","MEN","MLN_PER","A","2011",4.708541,
"SWE","POP","MEN","MLN_PER","A","2012",4.746369,
"SWE","POP","MEN","MLN_PER","A","2013",4.790129,
"SWE","POP","MEN","MLN_PER","A","2014",4.843294,
"SWE","POP","MEN","MLN_PER","A","2015",4.901601,
"SWE","POP","MEN","MLN_PER","A","2016",4.97216,
"SWE","POP","MEN","MLN_PER","A","2017",5.048001,
"SWE","POP","MEN","MLN_PER","A","2018",5.112551,
"SWE","POP","MEN","MLN_PER","A","2019",5.169124,
"SWE","POP","MEN","MLN_PER","A","2020",5.209333,
"CHE","POP","MEN","MLN_PER","A","2000",3.510203,
"CHE","POP","MEN","MLN_PER","A","2001",3.529342,
"CHE","POP","MEN","MLN_PER","A","2002",3.55969,
"CHE","POP","MEN","MLN_PER","A","2003",3.588285,
"CHE","POP","MEN","MLN_PER","A","2004",3.615118,
"CHE","POP","MEN","MLN_PER","A","2005",3.6406,
"CHE","POP","MEN","MLN_PER","A","2006",3.665931,
"CHE","POP","MEN","MLN_PER","A","2007",3.703187,
"CHE","POP","MEN","MLN_PER","A","2008",3.756845,
"CHE","POP","MEN","MLN_PER","A","2009",3.808621,
"CHE","POP","MEN","MLN_PER","A","2010",3.851028,
"CHE","POP","MEN","MLN_PER","A","2011",3.899837,
"CHE","POP","MEN","MLN_PER","A","2012",3.945389,
"CHE","POP","MEN","MLN_PER","A","2013",3.995305,
"CHE","POP","MEN","MLN_PER","A","2014",4.047986,
"CHE","POP","MEN","MLN_PER","A","2015",4.097678,
"CHE","POP","MEN","MLN_PER","A","2016",4.147451,
"CHE","POP","MEN","MLN_PER","A","2017",4.189932,
"CHE","POP","MEN","MLN_PER","A","2018",4.221776,
"CHE","POP","MEN","MLN_PER","A","2019",4.25299,
"CHE","POP","MEN","MLN_PER","A","2020",4.284885,
"TUR","POP","MEN","MLN_PER","A","2000",32.163424,
"TUR","POP","MEN","MLN_PER","A","2001",32.621199,
"TUR","POP","MEN","MLN_PER","A","2002",33.046044,
"TUR","POP","MEN","MLN_PER","A","2003",33.4472075,
"TUR","POP","MEN","MLN_PER","A","2004",33.8537085,
"TUR","POP","MEN","MLN_PER","A","2005",34.2762235,
"TUR","POP","MEN","MLN_PER","A","2006",34.7103075,
"TUR","POP","MEN","MLN_PER","A","2007",35.1459709536181,
"TUR","POP","MEN","MLN_PER","A","2008",35.63885,
"TUR","POP","MEN","MLN_PER","A","2009",36.181817,
"TUR","POP","MEN","MLN_PER","A","2010",36.752831,
"TUR","POP","MEN","MLN_PER","A","2011",37.288074,
"TUR","POP","MEN","MLN_PER","A","2012",37.744565,
"TUR","POP","MEN","MLN_PER","A","2013",38.21477,
"TUR","POP","MEN","MLN_PER","A","2014",38.728836,
"TUR","POP","MEN","MLN_PER","A","2015",39.24775,
"TUR","POP","MEN","MLN_PER","A","2016",39.777423,
"TUR","POP","MEN","MLN_PER","A","2017",40.289397,
"TUR","POP","MEN","MLN_PER","A","2018",40.837562,
"TUR","POP","MEN","MLN_PER","A","2019",41.430562,
"TUR","POP","MEN","MLN_PER","A","2020",41.818565,
"GBR","POP","MEN","MLN_PER","A","2000",28.69045,
"GBR","POP","MEN","MLN_PER","A","2001",28.832264,
"GBR","POP","MEN","MLN_PER","A","2002",28.972747,
"GBR","POP","MEN","MLN_PER","A","2003",29.125318,
"GBR","POP","MEN","MLN_PER","A","2004",29.296969,
"GBR","POP","MEN","MLN_PER","A","2005",29.540981,
"GBR","POP","MEN","MLN_PER","A","2006",29.761579,
"GBR","POP","MEN","MLN_PER","A","2007",30.027882,
"GBR","POP","MEN","MLN_PER","A","2008",30.300623,
"GBR","POP","MEN","MLN_PER","A","2009",30.532212,
"GBR","POP","MEN","MLN_PER","A","2010",30.805493,
"GBR","POP","MEN","MLN_PER","A","2011",31.097259,
"GBR","POP","MEN","MLN_PER","A","2012",31.315222,
"GBR","POP","MEN","MLN_PER","A","2013",31.533021,
"GBR","POP","MEN","MLN_PER","A","2014",31.793752,
"GBR","POP","MEN","MLN_PER","A","2015",32.074445,
"GBR","POP","MEN","MLN_PER","A","2016",32.377674,
"GBR","POP","MEN","MLN_PER","A","2017",32.581801,
"GBR","POP","MEN","MLN_PER","A","2018",32.790202,
"GBR","POP","MEN","MLN_PER","A","2019",32.978229,
"GBR","POP","MEN","MLN_PER","A","2020",33.145709,
"USA","POP","MEN","MLN_PER","A","2000",138.458548,
"USA","POP","MEN","MLN_PER","A","2001",139.998551,
"USA","POP","MEN","MLN_PER","A","2002",141.413818,
"USA","POP","MEN","MLN_PER","A","2003",142.676927,
"USA","POP","MEN","MLN_PER","A","2004",144.137674,
"USA","POP","MEN","MLN_PER","A","2005",145.560767,
"USA","POP","MEN","MLN_PER","A","2006",147.060702,
"USA","POP","MEN","MLN_PER","A","2007",148.612102,
"USA","POP","MEN","MLN_PER","A","2008",150.074226,
"USA","POP","MEN","MLN_PER","A","2009",151.44949,
"USA","POP","MEN","MLN_PER","A","2010",152.077478,
"USA","POP","MEN","MLN_PER","A","2011",153.21298,
"USA","POP","MEN","MLN_PER","A","2012",154.397027,
"USA","POP","MEN","MLN_PER","A","2013",155.514054,
"USA","POP","MEN","MLN_PER","A","2014",156.69581,
"USA","POP","MEN","MLN_PER","A","2015",157.906843,
"USA","POP","MEN","MLN_PER","A","2016",159.085693,
"USA","POP","MEN","MLN_PER","A","2017",160.113445,
"USA","POP","MEN","MLN_PER","A","2018",160.960513,
"USA","POP","MEN","MLN_PER","A","2019",161.692336,
"USA","POP","MEN","MLN_PER","A","2020",162.256202,
"BRA","POP","MEN","MLN_PER","A","2000",85.513313,
"BRA","POP","MEN","MLN_PER","A","2001",86.672831,
"BRA","POP","MEN","MLN_PER","A","2002",87.75821,
"BRA","POP","MEN","MLN_PER","A","2003",88.80695,
"BRA","POP","MEN","MLN_PER","A","2004",89.831973,
"BRA","POP","MEN","MLN_PER","A","2005",90.844037,
"BRA","POP","MEN","MLN_PER","A","2006",91.830017,
"BRA","POP","MEN","MLN_PER","A","2007",92.77008,
"BRA","POP","MEN","MLN_PER","A","2008",93.70009,
"BRA","POP","MEN","MLN_PER","A","2009",94.621512,
"BRA","POP","MEN","MLN_PER","A","2010",95.513298,
"BRA","POP","MEN","MLN_PER","A","2011",96.322635,
"BRA","POP","MEN","MLN_PER","A","2012",97.132054,
"BRA","POP","MEN","MLN_PER","A","2013",97.931331,
"BRA","POP","MEN","MLN_PER","A","2014",98.744098,
"BRA","POP","MEN","MLN_PER","A","2015",99.581002,
"BRA","POP","MEN","MLN_PER","A","2016",100.37964,
"BRA","POP","MEN","MLN_PER","A","2017",101.163599,
"BRA","POP","MEN","MLN_PER","A","2018",101.971173,
"BRA","POP","MEN","MLN_PER","A","2019",102.760295,
"BRA","POP","MEN","MLN_PER","A","2020",103.527689,
"CHL","POP","MEN","MLN_PER","A","2000",7.548498,
"CHL","POP","MEN","MLN_PER","A","2001",7.635895,
"CHL","POP","MEN","MLN_PER","A","2002",7.720701,
"CHL","POP","MEN","MLN_PER","A","2003",7.802261,
"CHL","POP","MEN","MLN_PER","A","2004",7.883618,
"CHL","POP","MEN","MLN_PER","A","2005",7.963051,
"CHL","POP","MEN","MLN_PER","A","2006",8.043964,
"CHL","POP","MEN","MLN_PER","A","2007",8.127739,
"CHL","POP","MEN","MLN_PER","A","2008",8.216437,
"CHL","POP","MEN","MLN_PER","A","2009",8.307013,
"CHL","POP","MEN","MLN_PER","A","2010",8.397402,
"CHL","POP","MEN","MLN_PER","A","2011",8.491323,
"CHL","POP","MEN","MLN_PER","A","2012",8.584706,
"CHL","POP","MEN","MLN_PER","A","2013",8.667644,
"CHL","POP","MEN","MLN_PER","A","2014",8.754428,
"CHL","POP","MEN","MLN_PER","A","2015",8.845449,
"CHL","POP","MEN","MLN_PER","A","2016",8.943482,
"CHL","POP","MEN","MLN_PER","A","2017",9.074217,
"CHL","POP","MEN","MLN_PER","A","2018",9.244484,
"CHL","POP","MEN","MLN_PER","A","2019",9.424139,
"CHL","POP","MEN","MLN_PER","A","2020",9.599101,
"COL","POP","MEN","MLN_PER","A","2000",19.883774,
"COL","POP","MEN","MLN_PER","A","2001",20.139879,
"COL","POP","MEN","MLN_PER","A","2002",20.395339,
"COL","POP","MEN","MLN_PER","A","2003",20.65356,
"COL","POP","MEN","MLN_PER","A","2004",20.913566,
"COL","POP","MEN","MLN_PER","A","2005",21.169835,
"COL","POP","MEN","MLN_PER","A","2006",21.426954,
"COL","POP","MEN","MLN_PER","A","2007",21.683071,
"COL","POP","MEN","MLN_PER","A","2008",21.942355,
"COL","POP","MEN","MLN_PER","A","2009",22.203708,
"COL","POP","MEN","MLN_PER","A","2010",22.46666,
"COL","POP","MEN","MLN_PER","A","2011",22.731299,
"COL","POP","MEN","MLN_PER","A","2012",22.997087,
"COL","POP","MEN","MLN_PER","A","2013",23.264039,
"COL","POP","MEN","MLN_PER","A","2014",23.53167,
"COL","POP","MEN","MLN_PER","A","2015",23.799679,
"COL","POP","MEN","MLN_PER","A","2016",24.069035,
"COL","POP","MEN","MLN_PER","A","2017",24.337747,
"COL","POP","MEN","MLN_PER","A","2018",24.605796,
"COL","POP","MEN","MLN_PER","A","2019",24.873329,
"COL","POP","MEN","MLN_PER","A","2020",25.138964,
"EST","POP","MEN","MLN_PER","A","2000",0.651075,
"EST","POP","MEN","MLN_PER","A","2001",0.646685,
"EST","POP","MEN","MLN_PER","A","2002",0.642145,
"EST","POP","MEN","MLN_PER","A","2003",0.63772,
"EST","POP","MEN","MLN_PER","A","2004",0.63358,
"EST","POP","MEN","MLN_PER","A","2005",0.62982,
"EST","POP","MEN","MLN_PER","A","2006",0.626095,
"EST","POP","MEN","MLN_PER","A","2007",0.623155,
"EST","POP","MEN","MLN_PER","A","2008",0.621685,
"EST","POP","MEN","MLN_PER","A","2009",0.62106,
"EST","POP","MEN","MLN_PER","A","2010",0.62025,
"EST","POP","MEN","MLN_PER","A","2011",0.618919,
"EST","POP","MEN","MLN_PER","A","2012",0.617153,
"EST","POP","MEN","MLN_PER","A","2013",0.615543,
"EST","POP","MEN","MLN_PER","A","2014",0.614654,
"EST","POP","MEN","MLN_PER","A","2015",0.615549,
"EST","POP","MEN","MLN_PER","A","2016",0.617123,
"EST","POP","MEN","MLN_PER","A","2017",0.619311,
"EST","POP","MEN","MLN_PER","A","2018",0.62336,
"EST","POP","MEN","MLN_PER","A","2019",0.627441,
"EST","POP","MEN","MLN_PER","A","2020",0.630081,
"ISR","POP","MEN","MLN_PER","A","2000",3.1024,
"ISR","POP","MEN","MLN_PER","A","2001",3.1766,
"ISR","POP","MEN","MLN_PER","A","2002",3.2417,
"ISR","POP","MEN","MLN_PER","A","2003",3.3018,
"ISR","POP","MEN","MLN_PER","A","2004",3.362,
"ISR","POP","MEN","MLN_PER","A","2005",3.423132,
"ISR","POP","MEN","MLN_PER","A","2006",3.485501,
"ISR","POP","MEN","MLN_PER","A","2007",3.5492155,
"ISR","POP","MEN","MLN_PER","A","2008",3.6141245,
"ISR","POP","MEN","MLN_PER","A","2009",3.701384,
"ISR","POP","MEN","MLN_PER","A","2010",3.771321,
"ISR","POP","MEN","MLN_PER","A","2011",3.841121,
"ISR","POP","MEN","MLN_PER","A","2012",3.916125,
"ISR","POP","MEN","MLN_PER","A","2013",3.991347,
"ISR","POP","MEN","MLN_PER","A","2014",4.070269,
"ISR","POP","MEN","MLN_PER","A","2015",4.153233,
"ISR","POP","MEN","MLN_PER","A","2016",4.237229,
"ISR","POP","MEN","MLN_PER","A","2017",4.32181,
"ISR","POP","MEN","MLN_PER","A","2018",4.407285,
"ISR","POP","MEN","MLN_PER","A","2019",4.4941,
"ISR","POP","MEN","MLN_PER","A","2020",4.5756,
"RUS","POP","MEN","MLN_PER","A","2000",68.518622,
"RUS","POP","MEN","MLN_PER","A","2001",68.13046,
"RUS","POP","MEN","MLN_PER","A","2002",67.706318,
"RUS","POP","MEN","MLN_PER","A","2003",67.257281,
"RUS","POP","MEN","MLN_PER","A","2004",66.813328,
"RUS","POP","MEN","MLN_PER","A","2005",66.383154,
"RUS","POP","MEN","MLN_PER","A","2006",66.006268,
"RUS","POP","MEN","MLN_PER","A","2007",65.783027,
"RUS","POP","MEN","MLN_PER","A","2008",65.679356,
"RUS","POP","MEN","MLN_PER","A","2009",65.640511,
"RUS","POP","MEN","MLN_PER","A","2010",65.844819,
"RUS","POP","MEN","MLN_PER","A","2011",66.113271,
"RUS","POP","MEN","MLN_PER","A","2012",66.264903,
"RUS","POP","MEN","MLN_PER","A","2013",66.450208,
"RUS","POP","MEN","MLN_PER","A","2014",66.631414,
"RUS","POP","MEN","MLN_PER","A","2015",67.834137,
"RUS","POP","MEN","MLN_PER","A","2016",67.970424,
"RUS","POP","MEN","MLN_PER","A","2017",68.082108,
"RUS","POP","MEN","MLN_PER","A","2018",68.108167,
"RUS","POP","MEN","MLN_PER","A","2019",68.10975,
"RUS","POP","MEN","MLN_PER","A","2020",67.985435,
"SVN","POP","MEN","MLN_PER","A","2000",0.972581,
"SVN","POP","MEN","MLN_PER","A","2001",0.973711,
"SVN","POP","MEN","MLN_PER","A","2002",0.976111,
"SVN","POP","MEN","MLN_PER","A","2003",0.977436,
"SVN","POP","MEN","MLN_PER","A","2004",0.977092,
"SVN","POP","MEN","MLN_PER","A","2005",0.98007,
"SVN","POP","MEN","MLN_PER","A","2006",0.985876,
"SVN","POP","MEN","MLN_PER","A","2007",0.995125,
"SVN","POP","MEN","MLN_PER","A","2008",0.996969,
"SVN","POP","MEN","MLN_PER","A","2009",1.011767,
"SVN","POP","MEN","MLN_PER","A","2010",1.014716,
"SVN","POP","MEN","MLN_PER","A","2011",1.01543,
"SVN","POP","MEN","MLN_PER","A","2012",1.017414,
"SVN","POP","MEN","MLN_PER","A","2013",1.019658,
"SVN","POP","MEN","MLN_PER","A","2014",1.021419,
"SVN","POP","MEN","MLN_PER","A","2015",1.022554,
"SVN","POP","MEN","MLN_PER","A","2016",1.023872,
"SVN","POP","MEN","MLN_PER","A","2017",1.025973,
"SVN","POP","MEN","MLN_PER","A","2018",1.030234,
"SVN","POP","MEN","MLN_PER","A","2019",1.045835,
"SVN","POP","MEN","MLN_PER","A","2020",1.054483,
"LVA","POP","MEN","MLN_PER","A","2000",1.089926,
"LVA","POP","MEN","MLN_PER","A","2001",1.074607,
"LVA","POP","MEN","MLN_PER","A","2002",1.060538,
"LVA","POP","MEN","MLN_PER","A","2003",1.049645,
"LVA","POP","MEN","MLN_PER","A","2004",1.038288,
"LVA","POP","MEN","MLN_PER","A","2005",1.027084,
"LVA","POP","MEN","MLN_PER","A","2006",1.017922,
"LVA","POP","MEN","MLN_PER","A","2007",1.010417,
"LVA","POP","MEN","MLN_PER","A","2008",0.999848,
"LVA","POP","MEN","MLN_PER","A","2009",0.981789,
"LVA","POP","MEN","MLN_PER","A","2010",0.959434,
"LVA","POP","MEN","MLN_PER","A","2011",0.941374,
"LVA","POP","MEN","MLN_PER","A","2012",0.930697,
"LVA","POP","MEN","MLN_PER","A","2013",0.92181,
"LVA","POP","MEN","MLN_PER","A","2014",0.914131,
"LVA","POP","MEN","MLN_PER","A","2015",0.907748,
"LVA","POP","MEN","MLN_PER","A","2016",0.899991,
"LVA","POP","MEN","MLN_PER","A","2017",0.892662,
"LVA","POP","MEN","MLN_PER","A","2018",0.887272,
"LVA","POP","MEN","MLN_PER","A","2019",0.882934,
"LVA","POP","MEN","MLN_PER","A","2020",0.878088,
"ARG","POP","MEN","MLN_PER","A","2000",18.0219,
"ARG","POP","MEN","MLN_PER","A","2001",18.200162,
"ARG","POP","MEN","MLN_PER","A","2002",18.382135,
"ARG","POP","MEN","MLN_PER","A","2003",18.567912,
"ARG","POP","MEN","MLN_PER","A","2004",18.757584,
"ARG","POP","MEN","MLN_PER","A","2005",18.951245,
"ARG","POP","MEN","MLN_PER","A","2006",19.141314,
"ARG","POP","MEN","MLN_PER","A","2007",19.335197,
"ARG","POP","MEN","MLN_PER","A","2008",19.532999,
"ARG","POP","MEN","MLN_PER","A","2009",19.7348,
"ARG","POP","MEN","MLN_PER","A","2010",19.940704,
"ARG","POP","MEN","MLN_PER","A","2011",20.180791,
"ARG","POP","MEN","MLN_PER","A","2012",20.420391,
"ARG","POP","MEN","MLN_PER","A","2013",20.659037,
"ARG","POP","MEN","MLN_PER","A","2014",20.896203,
"ARG","POP","MEN","MLN_PER","A","2015",21.131346,
"ARG","POP","MEN","MLN_PER","A","2016",21.36447,
"ARG","POP","MEN","MLN_PER","A","2017",21.595623,
"ARG","POP","MEN","MLN_PER","A","2018",21.824372,
"ARG","POP","MEN","MLN_PER","A","2019",22.050332,
"ARG","POP","MEN","MLN_PER","A","2020",22.273132,
"BGR","POP","MEN","MLN_PER","A","2000",3.979292,
"BGR","POP","MEN","MLN_PER","A","2001",3.900281,
"BGR","POP","MEN","MLN_PER","A","2002",3.8176765,
"BGR","POP","MEN","MLN_PER","A","2003",3.787171,
"BGR","POP","MEN","MLN_PER","A","2004",3.758124,
"BGR","POP","MEN","MLN_PER","A","2005",3.729367,
"BGR","POP","MEN","MLN_PER","A","2006",3.7005965,
"BGR","POP","MEN","MLN_PER","A","2007",3.673473,
"BGR","POP","MEN","MLN_PER","A","2008",3.648111,
"BGR","POP","MEN","MLN_PER","A","2009",3.6249065,
"BGR","POP","MEN","MLN_PER","A","2010",3.601442,
"BGR","POP","MEN","MLN_PER","A","2011",3.5778465,
"BGR","POP","MEN","MLN_PER","A","2012",3.55592,
"BGR","POP","MEN","MLN_PER","A","2013",3.535009,
"BGR","POP","MEN","MLN_PER","A","2014",3.51348,
"BGR","POP","MEN","MLN_PER","A","2015",3.489596,
"BGR","POP","MEN","MLN_PER","A","2016",3.4635775,
"BGR","POP","MEN","MLN_PER","A","2017",3.4361935,
"BGR","POP","MEN","MLN_PER","A","2018",3.409055,
"BGR","POP","MEN","MLN_PER","A","2019",3.3826735,
"BGR","POP","MEN","MLN_PER","A","2020",3.3596805,
"CHN","POP","MEN","MLN_PER","A","2000",662.187757,
"CHN","POP","MEN","MLN_PER","A","2001",666.683342,
"CHN","POP","MEN","MLN_PER","A","2002",671.028743,
"CHN","POP","MEN","MLN_PER","A","2003",675.255679,
"CHN","POP","MEN","MLN_PER","A","2004",679.398856,
"CHN","POP","MEN","MLN_PER","A","2005",683.4859,
"CHN","POP","MEN","MLN_PER","A","2006",687.528851,
"CHN","POP","MEN","MLN_PER","A","2007",691.533479,
"CHN","POP","MEN","MLN_PER","A","2008",695.511018,
"CHN","POP","MEN","MLN_PER","A","2009",699.470312,
"CHN","POP","MEN","MLN_PER","A","2010",703.414019,
"CHN","POP","MEN","MLN_PER","A","2011",707.339988,
"CHN","POP","MEN","MLN_PER","A","2012",711.236631,
"CHN","POP","MEN","MLN_PER","A","2013",715.082615,
"CHN","POP","MEN","MLN_PER","A","2014",718.849365,
"CHN","POP","MEN","MLN_PER","A","2015",722.508006,
"CHN","POP","MEN","MLN_PER","A","2016",726.052413,
"CHN","POP","MEN","MLN_PER","A","2017",729.46238,
"CHN","POP","MEN","MLN_PER","A","2018",732.677783,
"CHN","POP","MEN","MLN_PER","A","2019",735.624259,
"CHN","POP","MEN","MLN_PER","A","2020",738.24734,
"CRI","POP","MEN","MLN_PER","A","2000",1.961351,
"CRI","POP","MEN","MLN_PER","A","2001",2.002061,
"CRI","POP","MEN","MLN_PER","A","2002",2.036864,
"CRI","POP","MEN","MLN_PER","A","2003",2.069239,
"CRI","POP","MEN","MLN_PER","A","2004",2.10192,
"CRI","POP","MEN","MLN_PER","A","2005",2.133445,
"CRI","POP","MEN","MLN_PER","A","2006",2.165366,
"CRI","POP","MEN","MLN_PER","A","2007",2.19578,
"CRI","POP","MEN","MLN_PER","A","2008",2.227563,
"CRI","POP","MEN","MLN_PER","A","2009",2.260174,
"CRI","POP","MEN","MLN_PER","A","2010",2.292322,
"CRI","POP","MEN","MLN_PER","A","2011",2.32136,
"CRI","POP","MEN","MLN_PER","A","2012",2.3510320195684,
"CRI","POP","MEN","MLN_PER","A","2013",2.38084998844186,
"CRI","POP","MEN","MLN_PER","A","2014",2.4103226895333,
"CRI","POP","MEN","MLN_PER","A","2015",2.43933293985324,
"CRI","POP","MEN","MLN_PER","A","2016",2.4678287268645,
"CRI","POP","MEN","MLN_PER","A","2017",2.49576970430722,
"CRI","POP","MEN","MLN_PER","A","2018",2.52307179572507,
"CRI","POP","MEN","MLN_PER","A","2019",2.54967732841595,
"CRI","POP","MEN","MLN_PER","A","2020",2.57555034955573,
"HRV","POP","MEN","MLN_PER","A","2000",2.131647,
"HRV","POP","MEN","MLN_PER","A","2001",2.06621,
"HRV","POP","MEN","MLN_PER","A","2002",2.066772,
"HRV","POP","MEN","MLN_PER","A","2003",2.067759,
"HRV","POP","MEN","MLN_PER","A","2004",2.06891,
"HRV","POP","MEN","MLN_PER","A","2005",2.072293,
"HRV","POP","MEN","MLN_PER","A","2006",2.074504,
"HRV","POP","MEN","MLN_PER","A","2007",2.075547,
"HRV","POP","MEN","MLN_PER","A","2008",2.076517,
"HRV","POP","MEN","MLN_PER","A","2009",2.075321,
"HRV","POP","MEN","MLN_PER","A","2010",2.071195,
"HRV","POP","MEN","MLN_PER","A","2011",2.064314,
"HRV","POP","MEN","MLN_PER","A","2012",2.058701,
"HRV","POP","MEN","MLN_PER","A","2013",2.053788,
"HRV","POP","MEN","MLN_PER","A","2014",2.045801,
"HRV","POP","MEN","MLN_PER","A","2015",2.02864,
"HRV","POP","MEN","MLN_PER","A","2016",2.014837,
"HRV","POP","MEN","MLN_PER","A","2017",1.990341,
"HRV","POP","MEN","MLN_PER","A","2018",1.975052,
"HRV","POP","MEN","MLN_PER","A","2019",1.970684,
"HRV","POP","MEN","MLN_PER","A","2020",1.9677,
"CYP","POP","MEN","MLN_PER","A","2000",0.341203,
"CYP","POP","MEN","MLN_PER","A","2001",0.34446,
"CYP","POP","MEN","MLN_PER","A","2002",0.348158,
"CYP","POP","MEN","MLN_PER","A","2003",0.35235,
"CYP","POP","MEN","MLN_PER","A","2004",0.356942,
"CYP","POP","MEN","MLN_PER","A","2005",0.361954,
"CYP","POP","MEN","MLN_PER","A","2006",0.368048,
"CYP","POP","MEN","MLN_PER","A","2007",0.375988,
"CYP","POP","MEN","MLN_PER","A","2008",0.385193,
"CYP","POP","MEN","MLN_PER","A","2009",0.394767,
"CYP","POP","MEN","MLN_PER","A","2010",0.40418,
"CYP","POP","MEN","MLN_PER","A","2011",0.413878,
"CYP","POP","MEN","MLN_PER","A","2012",0.420017,
"CYP","POP","MEN","MLN_PER","A","2013",0.419287,
"CYP","POP","MEN","MLN_PER","A","2014",0.414683,
"CYP","POP","MEN","MLN_PER","A","2015",0.412257,
"CYP","POP","MEN","MLN_PER","A","2016",0.414676,
"CYP","POP","MEN","MLN_PER","A","2017",0.419088,
"CYP","POP","MEN","MLN_PER","A","2018",0.424672,
"CYP","POP","MEN","MLN_PER","A","2019",0.431151,
"CYP","POP","MEN","MLN_PER","A","2020",0.436312,
"IND","POP","MEN","MLN_PER","A","2000",549.387864,
"IND","POP","MEN","MLN_PER","A","2001",559.042845,
"IND","POP","MEN","MLN_PER","A","2002",568.64065,
"IND","POP","MEN","MLN_PER","A","2003",578.176499,
"IND","POP","MEN","MLN_PER","A","2004",587.649484,
"IND","POP","MEN","MLN_PER","A","2005",597.052213,
"IND","POP","MEN","MLN_PER","A","2006",606.386475,
"IND","POP","MEN","MLN_PER","A","2007",615.62952,
"IND","POP","MEN","MLN_PER","A","2008",624.720983,
"IND","POP","MEN","MLN_PER","A","2009",633.583576,
"IND","POP","MEN","MLN_PER","A","2010",642.164181,
"IND","POP","MEN","MLN_PER","A","2011",650.436593,
"IND","POP","MEN","MLN_PER","A","2012",658.420351,
"IND","POP","MEN","MLN_PER","A","2013",666.165661,
"IND","POP","MEN","MLN_PER","A","2014",673.74777,
"IND","POP","MEN","MLN_PER","A","2015",681.223332,
"IND","POP","MEN","MLN_PER","A","2016",688.604687,
"IND","POP","MEN","MLN_PER","A","2017",695.880522,
"IND","POP","MEN","MLN_PER","A","2018",703.05558,
"IND","POP","MEN","MLN_PER","A","2019",710.129572,
"IND","POP","MEN","MLN_PER","A","2020",717.10097,
"IDN","POP","MEN","MLN_PER","A","2000",105.853827,
"IDN","POP","MEN","MLN_PER","A","2001",107.361267,
"IDN","POP","MEN","MLN_PER","A","2002",108.887177,
"IDN","POP","MEN","MLN_PER","A","2003",110.433476,
"IDN","POP","MEN","MLN_PER","A","2004",112.001701,
"IDN","POP","MEN","MLN_PER","A","2005",113.592387,
"IDN","POP","MEN","MLN_PER","A","2006",115.204868,
"IDN","POP","MEN","MLN_PER","A","2007",116.837197,
"IDN","POP","MEN","MLN_PER","A","2008",118.486533,
"IDN","POP","MEN","MLN_PER","A","2009",120.149067,
"IDN","POP","MEN","MLN_PER","A","2010",121.820505,
"IDN","POP","MEN","MLN_PER","A","2011",123.499269,
"IDN","POP","MEN","MLN_PER","A","2012",125.181058,
"IDN","POP","MEN","MLN_PER","A","2013",126.855422,
"IDN","POP","MEN","MLN_PER","A","2014",128.509365,
"IDN","POP","MEN","MLN_PER","A","2015",128.4834,
"IDN","POP","MEN","MLN_PER","A","2016",129.9102,
"IDN","POP","MEN","MLN_PER","A","2017",131.3106,
"IDN","POP","MEN","MLN_PER","A","2018",132.683,
"IDN","POP","MEN","MLN_PER","A","2019",134.0256,
"IDN","POP","MEN","MLN_PER","A","2020",135.337,
"LTU","POP","MEN","MLN_PER","A","2000",1.637611,
"LTU","POP","MEN","MLN_PER","A","2001",1.62224,
"LTU","POP","MEN","MLN_PER","A","2002",1.607325,
"LTU","POP","MEN","MLN_PER","A","2003",1.592559,
"LTU","POP","MEN","MLN_PER","A","2004",1.57314,
"LTU","POP","MEN","MLN_PER","A","2005",1.545363,
"LTU","POP","MEN","MLN_PER","A","2006",1.517625,
"LTU","POP","MEN","MLN_PER","A","2007",1.497108,
"LTU","POP","MEN","MLN_PER","A","2008",1.480387,
"LTU","POP","MEN","MLN_PER","A","2009",1.461774,
"LTU","POP","MEN","MLN_PER","A","2010",1.428716,
"LTU","POP","MEN","MLN_PER","A","2011",1.395367,
"LTU","POP","MEN","MLN_PER","A","2012",1.376204,
"LTU","POP","MEN","MLN_PER","A","2013",1.362444,
"LTU","POP","MEN","MLN_PER","A","2014",1.351127,
"LTU","POP","MEN","MLN_PER","A","2015",1.337929,
"LTU","POP","MEN","MLN_PER","A","2016",1.320898,
"LTU","POP","MEN","MLN_PER","A","2017",1.304736,
"LTU","POP","MEN","MLN_PER","A","2018",1.296441,
"LTU","POP","MEN","MLN_PER","A","2019",1.299972,
"LTU","POP","MEN","MLN_PER","A","2020",1.30898,
"MLT","POP","MEN","MLN_PER","A","2000",0.191139,
"MLT","POP","MEN","MLN_PER","A","2001",0.194526,
"MLT","POP","MEN","MLN_PER","A","2002",0.1961,
"MLT","POP","MEN","MLN_PER","A","2003",0.197468,
